Community Area,Primary Type,Year,Number of Reported Crimes
23,GAMBLING,2012,478810773
23,GAMBLING,2013,378781162
23,GAMBLING,2014,330130436
23,GAMBLING,2015,243635549
23,GAMBLING,2016,95156351
23,GAMBLING,2017,231283275
23,GAMBLING,2018,45094183
23,HOMICIDE,2001,29093
23,HOMICIDE,2002,56709
23,HOMICIDE,2003,41424
23,HOMICIDE,2004,38971
23,HOMICIDE,2005,42566
23,HOMICIDE,2006,87762
23,HOMICIDE,2007,97462
23,HOMICIDE,2008,125358
23,HOMICIDE,2009,298238
23,HOMICIDE,2010,544997
23,HOMICIDE,2011,418266
23,HOMICIDE,2012,369106
23,HOMICIDE,2013,293368
23,HOMICIDE,2014,559935
23,HOMICIDE,2015,396231
23,HOMICIDE,2016,655924
23,HOMICIDE,2017,679753
23,HOMICIDE,2018,167001
23,HUMAN TRAFFICKING,2016,10594905
23,INTERFERENCE WITH PUBLIC OFFICER,2002,14121888
23,INTERFERENCE WITH PUBLIC OFFICER,2003,25471579
23,INTERFERENCE WITH PUBLIC OFFICER,2004,70601390
23,INTERFERENCE WITH PUBLIC OFFICER,2005,78478727
23,INTERFERENCE WITH PUBLIC OFFICER,2006,193144934
23,INTERFERENCE WITH PUBLIC OFFICER,2007,146688934
23,INTERFERENCE WITH PUBLIC OFFICER,2008,172261317
23,INTERFERENCE WITH PUBLIC OFFICER,2009,147028684
23,INTERFERENCE WITH PUBLIC OFFICER,2010,281227690
23,INTERFERENCE WITH PUBLIC OFFICER,2011,431731831
23,INTERFERENCE WITH PUBLIC OFFICER,2012,624292167
23,INTERFERENCE WITH PUBLIC OFFICER,2013,752655298
23,INTERFERENCE WITH PUBLIC OFFICER,2014,852667535
23,INTERFERENCE WITH PUBLIC OFFICER,2015,574196179
23,INTERFERENCE WITH PUBLIC OFFICER,2016,423756329
23,INTERFERENCE WITH PUBLIC OFFICER,2017,573551515
23,INTERFERENCE WITH PUBLIC OFFICER,2018,314912419
23,INTIMIDATION,2002,18305361
23,INTIMIDATION,2003,14787711
23,INTIMIDATION,2004,24684088
23,INTIMIDATION,2005,24099290
23,INTIMIDATION,2006,19183784
23,INTIMIDATION,2007,16582237
23,INTIMIDATION,2008,31566256
23,INTIMIDATION,2009,42457743
23,INTIMIDATION,2010,22185754
23,INTIMIDATION,2011,57073629
23,INTIMIDATION,2012,35425239
23,INTIMIDATION,2013,46473036
23,INTIMIDATION,2014,9728654
23,INTIMIDATION,2015,30363774
23,INTIMIDATION,2016,85617999
23,INTIMIDATION,2017,55226620
23,KIDNAPPING,2002,42049182
23,KIDNAPPING,2003,46448709
23,KIDNAPPING,2004,75925646
23,KIDNAPPING,2005,49156686
23,KIDNAPPING,2006,43176149
23,KIDNAPPING,2007,45601760
23,KIDNAPPING,2008,44152572
23,KIDNAPPING,2009,34846742
23,KIDNAPPING,2010,61767545
23,KIDNAPPING,2011,32547805
23,KIDNAPPING,2012,130560763
23,KIDNAPPING,2013,82960597
23,KIDNAPPING,2014,48494166
23,KIDNAPPING,2015,10347820
23,KIDNAPPING,2016,73750941
23,KIDNAPPING,2017,44047309
23,KIDNAPPING,2018,11284819
23,LIQUOR LAW VIOLATION,2002,46917360
23,LIQUOR LAW VIOLATION,2003,81858115
23,LIQUOR LAW VIOLATION,2004,61970502
23,LIQUOR LAW VIOLATION,2005,141044058
23,LIQUOR LAW VIOLATION,2006,132659496
23,LIQUOR LAW VIOLATION,2007,112425951
23,LIQUOR LAW VIOLATION,2008,171859739
23,LIQUOR LAW VIOLATION,2009,152787945
23,LIQUOR LAW VIOLATION,2010,137074006
23,LIQUOR LAW VIOLATION,2011,137983045
23,LIQUOR LAW VIOLATION,2012,122358000
23,LIQUOR LAW VIOLATION,2013,145948905
23,LIQUOR LAW VIOLATION,2014,96699745
23,LIQUOR LAW VIOLATION,2015,70425568
23,LIQUOR LAW VIOLATION,2016,21123730
23,LIQUOR LAW VIOLATION,2017,21763997
23,LIQUOR LAW VIOLATION,2018,45045502
23,MOTOR VEHICLE THEFT,2001,32855837
23,MOTOR VEHICLE THEFT,2002,1325173491
23,MOTOR VEHICLE THEFT,2003,2051215743
23,MOTOR VEHICLE THEFT,2004,2091366638
23,MOTOR VEHICLE THEFT,2005,2824725631
23,MOTOR VEHICLE THEFT,2006,3081437629
23,MOTOR VEHICLE THEFT,2007,3468472679
23,MOTOR VEHICLE THEFT,2008,4035505878
23,MOTOR VEHICLE THEFT,2009,3737228041
23,MOTOR VEHICLE THEFT,2010,4842057378
23,MOTOR VEHICLE THEFT,2011,5175358351
23,MOTOR VEHICLE THEFT,2012,5432294281
23,MOTOR VEHICLE THEFT,2013,3152362257
23,MOTOR VEHICLE THEFT,2014,3198273441
23,MOTOR VEHICLE THEFT,2015,3290924181
23,MOTOR VEHICLE THEFT,2016,4303015134
23,MOTOR VEHICLE THEFT,2017,4287650807
23,MOTOR VEHICLE THEFT,2018,1114546587
23,NARCOTICS,2001,66264528
23,NARCOTICS,2002,6228529838
23,NARCOTICS,2003,11388480189
23,NARCOTICS,2004,12973467942
23,NARCOTICS,2005,17327942787
23,NARCOTICS,2006,17084525911
23,NARCOTICS,2007,17162854963
23,NARCOTICS,2008,17879322003
23,NARCOTICS,2009,20317834041
23,NARCOTICS,2010,21180989954
23,NARCOTICS,2011,19294269024
23,NARCOTICS,2012,23440386898
23,NARCOTICS,2013,26322702151
23,NARCOTICS,2014,24540873185
23,NARCOTICS,2015,16600170313
23,NARCOTICS,2016,10702311956
23,NARCOTICS,2017,12619579042
23,NARCOTICS,2018,6349294456
23,NON - CRIMINAL,2016,10405784
23,NON-CRIMINAL,2017,11201230
23,NON-CRIMINAL (SUBJECT SPECIFIED),2017,10840565
23,OBSCENITY,2004,3374250
23,OBSCENITY,2005,4301027
23,OBSCENITY,2006,5080700
23,OBSCENITY,2011,8314766
23,OBSCENITY,2012,26102165
23,OBSCENITY,2014,9532127
23,OBSCENITY,2017,22219072
23,OFFENSE INVOLVING CHILDREN,2001,59123173
23,OFFENSE INVOLVING CHILDREN,2002,230345237
23,OFFENSE INVOLVING CHILDREN,2003,292414311
23,OFFENSE INVOLVING CHILDREN,2004,273245558
23,OFFENSE INVOLVING CHILDREN,2005,231516231
23,OFFENSE INVOLVING CHILDREN,2006,460574662
23,OFFENSE INVOLVING CHILDREN,2007,529017205
23,OFFENSE INVOLVING CHILDREN,2008,494552002
23,OFFENSE INVOLVING CHILDREN,2009,680428561
23,OFFENSE INVOLVING CHILDREN,2010,684190542
23,OFFENSE INVOLVING CHILDREN,2011,766044735
23,OFFENSE INVOLVING CHILDREN,2012,723037172
23,OFFENSE INVOLVING CHILDREN,2013,716235957
23,OFFENSE INVOLVING CHILDREN,2014,947734888
23,OFFENSE INVOLVING CHILDREN,2015,806577748
23,OFFENSE INVOLVING CHILDREN,2016,881119111
23,OFFENSE INVOLVING CHILDREN,2017,947655986
23,OFFENSE INVOLVING CHILDREN,2018,236541400
23,OTHER NARCOTIC VIOLATION,2007,5873995
23,OTHER NARCOTIC VIOLATION,2009,13770749
23,OTHER NARCOTIC VIOLATION,2014,9835458
23,OTHER NARCOTIC VIOLATION,2015,10252635
23,OTHER NARCOTIC VIOLATION,2017,11165239
23,OTHER OFFENSE,2001,12463323
23,OTHER OFFENSE,2002,1136832000
23,OTHER OFFENSE,2003,2272197086
23,OTHER OFFENSE,2004,2484992395
23,OTHER OFFENSE,2005,2810436101
23,OTHER OFFENSE,2006,3092575072
23,OTHER OFFENSE,2007,3817053254
23,OTHER OFFENSE,2008,4840095261
23,OTHER OFFENSE,2009,4873429680
23,OTHER OFFENSE,2010,4827997182
23,OTHER OFFENSE,2011,4463204027
23,OTHER OFFENSE,2012,4253567824
23,OTHER OFFENSE,2013,4861119063
23,OTHER OFFENSE,2014,5794980458
23,OTHER OFFENSE,2015,5816755551
23,OTHER OFFENSE,2016,5407296347
23,OTHER OFFENSE,2017,5260396678
23,OTHER OFFENSE,2018,1958638548
23,PROSTITUTION,2002,167954955
23,PROSTITUTION,2003,408438965
23,PROSTITUTION,2004,681210673
23,PROSTITUTION,2005,1235878832
23,PROSTITUTION,2006,1289535002
23,PROSTITUTION,2007,2026476366
23,PROSTITUTION,2008,2338353551
23,PROSTITUTION,2009,2218439119
23,PROSTITUTION,2010,1452681494
23,PROSTITUTION,2011,2094636525
23,PROSTITUTION,2012,1643287172
23,PROSTITUTION,2013,1192267239
23,PROSTITUTION,2014,1145546426
23,PROSTITUTION,2015,887112650
23,PROSTITUTION,2016,757797141
23,PROSTITUTION,2017,176343176
23,PROSTITUTION,2018,11219305
23,PUBLIC INDECENCY,2016,10660710
23,PUBLIC INDECENCY,2017,10985018
23,PUBLIC PEACE VIOLATION,2002,130608914
23,PUBLIC PEACE VIOLATION,2003,208922852
23,PUBLIC PEACE VIOLATION,2004,290411743
23,PUBLIC PEACE VIOLATION,2005,251545744
23,PUBLIC PEACE VIOLATION,2006,352530049
23,PUBLIC PEACE VIOLATION,2007,394156616
23,PUBLIC PEACE VIOLATION,2008,528193418
23,PUBLIC PEACE VIOLATION,2009,580138839
23,PUBLIC PEACE VIOLATION,2010,532889424
23,PUBLIC PEACE VIOLATION,2011,579841415
23,PUBLIC PEACE VIOLATION,2012,503294707
23,PUBLIC PEACE VIOLATION,2013,1056355016
23,PUBLIC PEACE VIOLATION,2014,938904386
23,PUBLIC PEACE VIOLATION,2015,831546490
23,PUBLIC PEACE VIOLATION,2016,570068688
23,PUBLIC PEACE VIOLATION,2017,715607396
23,PUBLIC PEACE VIOLATION,2018,270384947
23,ROBBERY,2001,13482901
23,ROBBERY,2002,1151612242
23,ROBBERY,2003,1543889576
23,ROBBERY,2004,1701666664
23,ROBBERY,2005,2283977527
23,ROBBERY,2006,2015860635
23,ROBBERY,2007,2518264473
23,ROBBERY,2008,3601248751
23,ROBBERY,2009,3661185734
23,ROBBERY,2010,3087565153
23,ROBBERY,2011,3260919501
23,ROBBERY,2012,3891649229
23,ROBBERY,2013,3492235032
23,ROBBERY,2014,3088289948
23,ROBBERY,2015,3145693834
23,ROBBERY,2016,4350851468
23,ROBBERY,2017,4410473366
23,ROBBERY,2018,1452028279
23,SEX OFFENSE,2001,20850091
23,SEX OFFENSE,2002,92571769
23,SEX OFFENSE,2003,144051855
23,SEX OFFENSE,2004,163044165
23,SEX OFFENSE,2005,140751997
23,SEX OFFENSE,2006,188677522
23,SEX OFFENSE,2007,220365947
23,SEX OFFENSE,2008,299944909
23,SEX OFFENSE,2009,223368508
23,SEX OFFENSE,2010,225669534
23,SEX OFFENSE,2011,233491534
23,SEX OFFENSE,2012,211544224
23,SEX OFFENSE,2013,232377200
23,SEX OFFENSE,2014,174876583
23,SEX OFFENSE,2015,308668069
23,SEX OFFENSE,2016,298252732
23,SEX OFFENSE,2017,353200775
23,SEX OFFENSE,2018,112733935
23,STALKING,2002,7301949
23,STALKING,2003,22234987
23,STALKING,2004,10481802
23,STALKING,2005,20554694
23,STALKING,2006,37816773
23,STALKING,2007,72942947
23,STALKING,2008,63753657
23,STALKING,2009,21250287
23,STALKING,2010,22847644
23,STALKING,2011,32214740
23,STALKING,2012,35281924
23,STALKING,2013,36404976
23,STALKING,2014,9510371
23,STALKING,2015,111138641
23,STALKING,2017,10894110
23,THEFT,2001,221491698
23,THEFT,2002,3496922607
23,THEFT,2003,6458047295
23,THEFT,2004,7217033284
23,THEFT,2005,7050759869
23,THEFT,2006,7970372267
23,THEFT,2007,9079552299
23,THEFT,2008,10782000458
23,THEFT,2009,11769783904
23,THEFT,2010,11128653008
23,THEFT,2011,12314265623
23,THEFT,2012,13675669662
23,THEFT,2013,13392630376
23,THEFT,2014,10681552766
23,THEFT,2015,10508913527
23,THEFT,2016,13518183865
23,THEFT,2017,13324585381
23,THEFT,2018,3840218641
23,WEAPONS VIOLATION,2001,2297856
23,WEAPONS VIOLATION,2002,290920999
23,WEAPONS VIOLATION,2003,571318132
23,WEAPONS VIOLATION,2004,523498352
23,WEAPONS VIOLATION,2005,681923960
23,WEAPONS VIOLATION,2006,730192063
23,WEAPONS VIOLATION,2007,755872388
23,WEAPONS VIOLATION,2008,929467790
23,WEAPONS VIOLATION,2009,1302758823
23,WEAPONS VIOLATION,2010,1185759764
23,WEAPONS VIOLATION,2011,1094517894
23,WEAPONS VIOLATION,2012,1249569133
23,WEAPONS VIOLATION,2013,1139017124
23,WEAPONS VIOLATION,2014,1047836400
23,WEAPONS VIOLATION,2015,1247732577
23,WEAPONS VIOLATION,2016,1461176391
23,WEAPONS VIOLATION,2017,2090147262
23,WEAPONS VIOLATION,2018,1035866940
24,ARSON,2001,1886213
24,ARSON,2002,80204333
24,ARSON,2003,134326796
24,ARSON,2004,101901889
24,ARSON,2005,109799269
24,ARSON,2006,133356731
24,ARSON,2007,125794345
24,ARSON,2008,119918298
24,ARSON,2009,139481117
24,ARSON,2010,113667708
24,ARSON,2011,80875293
24,ARSON,2012,78613775
24,ARSON,2013,82910659
24,ARSON,2014,77332947
24,ARSON,2015,102013701
24,ARSON,2016,42491323
24,ARSON,2017,76769289
24,ARSON,2018,11257219
24,ASSAULT,2001,4698300
24,ASSAULT,2002,1428239352
24,ASSAULT,2003,2142460959
24,ASSAULT,2004,2367399991
24,ASSAULT,2005,2778834613
24,ASSAULT,2006,3175657739
24,ASSAULT,2007,3437937170
24,ASSAULT,2008,3309123510
24,ASSAULT,2009,3635934080
24,ASSAULT,2010,3873382404
24,ASSAULT,2011,4274105125
24,ASSAULT,2012,4001022118
24,ASSAULT,2013,3291841772
24,ASSAULT,2014,3278371565
24,ASSAULT,2015,3074060876
24,ASSAULT,2016,4181126831
24,ASSAULT,2017,4840053774
24,ASSAULT,2018,1800679581
24,BATTERY,2001,7776777
24,BATTERY,2002,4082379336
24,BATTERY,2003,6274998027
24,BATTERY,2004,6974783725
24,BATTERY,2005,7374240288
24,BATTERY,2006,8853036329
24,BATTERY,2007,9335672816
24,BATTERY,2008,9761227680
24,BATTERY,2009,10420712252
24,BATTERY,2010,11509278670
24,BATTERY,2011,10822828139
24,BATTERY,2012,10867410289
24,BATTERY,2013,10120826372
24,BATTERY,2014,9728236170
24,BATTERY,2015,9569742317
24,BATTERY,2016,10389346257
24,BATTERY,2017,10595034671
24,BATTERY,2018,3447029328
24,BURGLARY,2001,2280474
24,BURGLARY,2002,1890420630
24,BURGLARY,2003,3024825495
24,BURGLARY,2004,3211400830
24,BURGLARY,2005,4225959902
24,BURGLARY,2006,4407161909
24,BURGLARY,2007,5230792715
24,BURGLARY,2008,6256478974
24,BURGLARY,2009,7591967227
24,BURGLARY,2010,6264467804
24,BURGLARY,2011,7481245259
24,BURGLARY,2012,7783433492
24,BURGLARY,2013,7203903596
24,BURGLARY,2014,6627571556
24,BURGLARY,2015,4797069294
24,BURGLARY,2016,5948535168
24,BURGLARY,2017,7171735449
24,BURGLARY,2018,1993191739
24,CONCEALED CARRY LICENSE VIOLATION,2017,10984725
24,CRIM SEXUAL ASSAULT,2001,15367074
24,CRIM SEXUAL ASSAULT,2002,95076156
24,CRIM SEXUAL ASSAULT,2003,120752168
24,CRIM SEXUAL ASSAULT,2004,123457172
24,CRIM SEXUAL ASSAULT,2005,175326645
24,CRIM SEXUAL ASSAULT,2006,163104490
24,CRIM SEXUAL ASSAULT,2007,171293040
24,CRIM SEXUAL ASSAULT,2008,189546988
24,CRIM SEXUAL ASSAULT,2009,185039915
24,CRIM SEXUAL ASSAULT,2010,194144957
24,CRIM SEXUAL ASSAULT,2011,228295475
24,CRIM SEXUAL ASSAULT,2012,273652792
24,CRIM SEXUAL ASSAULT,2013,283015604
24,CRIM SEXUAL ASSAULT,2014,292044279
24,CRIM SEXUAL ASSAULT,2015,253884824
24,CRIM SEXUAL ASSAULT,2016,329785357
24,CRIM SEXUAL ASSAULT,2017,540419649
24,CRIM SEXUAL ASSAULT,2018,101267454
24,CRIMINAL DAMAGE,2001,1598056
24,CRIMINAL DAMAGE,2002,3691869535
24,CRIMINAL DAMAGE,2003,5478323501
24,CRIMINAL DAMAGE,2004,6377176857
24,CRIMINAL DAMAGE,2005,7630883790
24,CRIMINAL DAMAGE,2006,9337016819
24,CRIMINAL DAMAGE,2007,9696471733
24,CRIMINAL DAMAGE,2008,11463845639
24,CRIMINAL DAMAGE,2009,12228527334
24,CRIMINAL DAMAGE,2010,11371392561
24,CRIMINAL DAMAGE,2011,10713657773
24,CRIMINAL DAMAGE,2012,10185099914
24,CRIMINAL DAMAGE,2013,8796126384
24,CRIMINAL DAMAGE,2014,8122016475
24,CRIMINAL DAMAGE,2015,8679878965
24,CRIMINAL DAMAGE,2016,10959361714
24,CRIMINAL DAMAGE,2017,9771875281
24,CRIMINAL DAMAGE,2018,3041768947
24,CRIMINAL TRESPASS,2002,566862523
24,CRIMINAL TRESPASS,2003,947002643
24,CRIMINAL TRESPASS,2004,1012449465
24,CRIMINAL TRESPASS,2005,1462268033
24,CRIMINAL TRESPASS,2006,1527593344
24,CRIMINAL TRESPASS,2007,1479694250
24,CRIMINAL TRESPASS,2008,1631577584
24,CRIMINAL TRESPASS,2009,1817669225
24,CRIMINAL TRESPASS,2010,1581660283
24,CRIMINAL TRESPASS,2011,1434785416
24,CRIMINAL TRESPASS,2012,1899420252
24,CRIMINAL TRESPASS,2013,1178229414
24,CRIMINAL TRESPASS,2014,1491930457
24,CRIMINAL TRESPASS,2015,1198633642
24,CRIMINAL TRESPASS,2016,1953148893
24,CRIMINAL TRESPASS,2017,1904437348
24,CRIMINAL TRESPASS,2018,641836772
24,DECEPTIVE PRACTICE,2001,53388896
24,DECEPTIVE PRACTICE,2002,704455191
24,DECEPTIVE PRACTICE,2003,1163915304
24,DECEPTIVE PRACTICE,2004,1250673672
24,DECEPTIVE PRACTICE,2005,1586709636
24,DECEPTIVE PRACTICE,2006,2120513780
24,DECEPTIVE PRACTICE,2007,2208343466
24,DECEPTIVE PRACTICE,2008,2608502506
24,DECEPTIVE PRACTICE,2009,2875204130
24,DECEPTIVE PRACTICE,2010,3242969161
24,DECEPTIVE PRACTICE,2011,2769909215
24,DECEPTIVE PRACTICE,2012,2739969979
24,DECEPTIVE PRACTICE,2013,3045684448
24,DECEPTIVE PRACTICE,2014,3901796277
24,DECEPTIVE PRACTICE,2015,4364187953
24,DECEPTIVE PRACTICE,2016,5574246781
24,DECEPTIVE PRACTICE,2017,6720926356
24,DECEPTIVE PRACTICE,2018,2263847124
24,GAMBLING,2001,2114563
24,GAMBLING,2002,15351447
24,GAMBLING,2003,47785404
24,GAMBLING,2004,62255836
24,GAMBLING,2005,17292140
24,GAMBLING,2006,105998535
24,GAMBLING,2007,62717058
24,GAMBLING,2008,37937407
24,GAMBLING,2009,7040379
24,GAMBLING,2010,30817877
24,GAMBLING,2011,32568047
24,GAMBLING,2013,27806985
24,HOMICIDE,2001,17931
24,HOMICIDE,2002,2458697
24,HOMICIDE,2003,39082
24,HOMICIDE,2004,33671
24,HOMICIDE,2005,13484
24,HOMICIDE,2006,4553246
24,HOMICIDE,2007,33493
24,HOMICIDE,2008,41143
24,HOMICIDE,2009,144484
24,HOMICIDE,2010,58346
24,HOMICIDE,2011,60129
24,HOMICIDE,2012,122449
24,HOMICIDE,2013,167346
24,HOMICIDE,2014,107256
24,HOMICIDE,2015,109805
24,HOMICIDE,2016,227870
24,HOMICIDE,2017,141044
24,HOMICIDE,2018,95385
24,INTERFERENCE WITH PUBLIC OFFICER,2002,28025663
24,INTERFERENCE WITH PUBLIC OFFICER,2003,45528560
24,INTERFERENCE WITH PUBLIC OFFICER,2004,24055475
24,INTERFERENCE WITH PUBLIC OFFICER,2005,49358420
24,INTERFERENCE WITH PUBLIC OFFICER,2006,100093951
24,INTERFERENCE WITH PUBLIC OFFICER,2007,73627891
24,INTERFERENCE WITH PUBLIC OFFICER,2008,69662583
24,INTERFERENCE WITH PUBLIC OFFICER,2009,69294696
24,INTERFERENCE WITH PUBLIC OFFICER,2010,76059359
24,INTERFERENCE WITH PUBLIC OFFICER,2011,113918165
24,INTERFERENCE WITH PUBLIC OFFICER,2012,209371517
24,INTERFERENCE WITH PUBLIC OFFICER,2013,119430986
24,INTERFERENCE WITH PUBLIC OFFICER,2014,87729462
24,INTERFERENCE WITH PUBLIC OFFICER,2015,101257706
24,INTERFERENCE WITH PUBLIC OFFICER,2016,116787688
24,INTERFERENCE WITH PUBLIC OFFICER,2017,77070155
24,INTERFERENCE WITH PUBLIC OFFICER,2018,45135016
24,INTIMIDATION,2002,16611044
24,INTIMIDATION,2003,22232193
24,INTIMIDATION,2004,20292162
24,INTIMIDATION,2005,40604037
24,INTIMIDATION,2006,53022330
24,INTIMIDATION,2007,51159341
24,INTIMIDATION,2008,44477239
24,INTIMIDATION,2009,49403747
24,INTIMIDATION,2010,30526543
24,INTIMIDATION,2011,57768865
24,INTIMIDATION,2012,42759781
24,INTIMIDATION,2013,9026753
24,INTIMIDATION,2014,28754327
24,INTIMIDATION,2015,30722717
24,INTIMIDATION,2016,21130578
24,INTIMIDATION,2017,44156805
24,INTIMIDATION,2018,11254889
24,KIDNAPPING,2002,21206259
24,KIDNAPPING,2003,34186474
24,KIDNAPPING,2004,10365566
24,KIDNAPPING,2005,24957121
24,KIDNAPPING,2006,29928807
24,KIDNAPPING,2007,60863032
24,KIDNAPPING,2008,25373612
24,KIDNAPPING,2009,35258463
24,KIDNAPPING,2010,60553643
24,KIDNAPPING,2011,16039720
24,KIDNAPPING,2012,69286678
24,KIDNAPPING,2013,36708179
24,KIDNAPPING,2014,9553168
24,KIDNAPPING,2016,21082903
24,KIDNAPPING,2017,11081984
24,LIQUOR LAW VIOLATION,2002,117953073
24,LIQUOR LAW VIOLATION,2003,226823759
24,LIQUOR LAW VIOLATION,2004,174868017
24,LIQUOR LAW VIOLATION,2005,156609295
24,LIQUOR LAW VIOLATION,2006,349409699
24,LIQUOR LAW VIOLATION,2007,286999968
24,LIQUOR LAW VIOLATION,2008,296089188
24,LIQUOR LAW VIOLATION,2009,279588139
24,LIQUOR LAW VIOLATION,2010,311381282
24,LIQUOR LAW VIOLATION,2011,415701732
24,LIQUOR LAW VIOLATION,2012,277358381
24,LIQUOR LAW VIOLATION,2013,247832998
24,LIQUOR LAW VIOLATION,2014,203471734
24,LIQUOR LAW VIOLATION,2015,130993781
24,LIQUOR LAW VIOLATION,2016,95227825
24,LIQUOR LAW VIOLATION,2017,153378691
24,LIQUOR LAW VIOLATION,2018,33618482
24,MOTOR VEHICLE THEFT,2001,49983715
24,MOTOR VEHICLE THEFT,2002,1854080034
24,MOTOR VEHICLE THEFT,2003,2493234459
24,MOTOR VEHICLE THEFT,2004,2768830123
24,MOTOR VEHICLE THEFT,2005,2856571322
24,MOTOR VEHICLE THEFT,2006,3219121008
24,MOTOR VEHICLE THEFT,2007,3490596496
24,MOTOR VEHICLE THEFT,2008,3915154490
24,MOTOR VEHICLE THEFT,2009,3865309251
24,MOTOR VEHICLE THEFT,2010,4767984947
24,MOTOR VEHICLE THEFT,2011,5155723397
24,MOTOR VEHICLE THEFT,2012,5576670759
24,MOTOR VEHICLE THEFT,2013,4841758534
24,MOTOR VEHICLE THEFT,2014,3119816384
24,MOTOR VEHICLE THEFT,2015,3752469182
24,MOTOR VEHICLE THEFT,2016,4489260192
24,MOTOR VEHICLE THEFT,2017,4864238566
24,MOTOR VEHICLE THEFT,2018,1126070616
24,NARCOTICS,2001,2151671
24,NARCOTICS,2002,1420463544
24,NARCOTICS,2003,3013136807
24,NARCOTICS,2004,3679427398
24,NARCOTICS,2005,3679449074
24,NARCOTICS,2006,4503744555
24,NARCOTICS,2007,4500407513
24,NARCOTICS,2008,4849310154
24,NARCOTICS,2009,4653043446
24,NARCOTICS,2010,4606579819
24,NARCOTICS,2011,4228458034
24,NARCOTICS,2012,4189424349
24,NARCOTICS,2013,2652492762
24,NARCOTICS,2014,1692843702
24,NARCOTICS,2015,2091626153
24,NARCOTICS,2016,939251566
24,NARCOTICS,2017,836003216
24,NARCOTICS,2018,191375029
24,NON - CRIMINAL,2013,9366682
24,NON-CRIMINAL,2015,20454740
24,NON-CRIMINAL,2016,21431990
24,OBSCENITY,2003,2866242
24,OBSCENITY,2004,3530192
24,OBSCENITY,2005,4422180
24,OBSCENITY,2009,16456181
24,OBSCENITY,2010,7758252
24,OBSCENITY,2011,7989951
24,OBSCENITY,2014,9888606
24,OBSCENITY,2015,10306465
24,OBSCENITY,2016,20894415
24,OBSCENITY,2018,11255831
24,OFFENSE INVOLVING CHILDREN,2001,38826946
24,OFFENSE INVOLVING CHILDREN,2002,121577988
24,OFFENSE INVOLVING CHILDREN,2003,199251468
24,OFFENSE INVOLVING CHILDREN,2004,234382243
24,OFFENSE INVOLVING CHILDREN,2005,242367859
24,OFFENSE INVOLVING CHILDREN,2006,179522856
24,OFFENSE INVOLVING CHILDREN,2007,200465241
24,OFFENSE INVOLVING CHILDREN,2008,226961429
24,OFFENSE INVOLVING CHILDREN,2009,342921537
24,OFFENSE INVOLVING CHILDREN,2010,301561880
24,OFFENSE INVOLVING CHILDREN,2011,304402624
24,OFFENSE INVOLVING CHILDREN,2012,449114892
24,OFFENSE INVOLVING CHILDREN,2013,305944543
24,OFFENSE INVOLVING CHILDREN,2014,426794770
24,OFFENSE INVOLVING CHILDREN,2015,244735762
24,OFFENSE INVOLVING CHILDREN,2016,245107362
24,OFFENSE INVOLVING CHILDREN,2017,452267239
24,OFFENSE INVOLVING CHILDREN,2018,90151441
24,OTHER NARCOTIC VIOLATION,2006,13706676
24,OTHER NARCOTIC VIOLATION,2007,5499078
24,OTHER NARCOTIC VIOLATION,2008,18880050
24,OTHER NARCOTIC VIOLATION,2009,13982014
24,OTHER OFFENSE,2001,8889036
24,OTHER OFFENSE,2002,1307426715
24,OTHER OFFENSE,2003,2286285396
24,OTHER OFFENSE,2004,2246422254
24,OTHER OFFENSE,2005,2639395687
24,OTHER OFFENSE,2006,2605644010
24,OTHER OFFENSE,2007,3154867913
24,OTHER OFFENSE,2008,3240206712
24,OTHER OFFENSE,2009,3704732810
24,OTHER OFFENSE,2010,3095811457
24,OTHER OFFENSE,2011,3258868898
24,OTHER OFFENSE,2012,3329507957
24,OTHER OFFENSE,2013,2798311064
24,OTHER OFFENSE,2014,2902500604
24,OTHER OFFENSE,2015,3088045847
24,OTHER OFFENSE,2016,2875048581
24,OTHER OFFENSE,2017,3368531674
24,OTHER OFFENSE,2018,1137534921
24,PROSTITUTION,2001,2156200
24,PROSTITUTION,2002,1053799509
24,PROSTITUTION,2003,882014289
24,PROSTITUTION,2004,1296862793
24,PROSTITUTION,2005,572580172
24,PROSTITUTION,2006,602306179
24,PROSTITUTION,2007,1151410475
24,PROSTITUTION,2008,1205157918
24,PROSTITUTION,2009,771903751
24,PROSTITUTION,2010,621731831
24,PROSTITUTION,2011,286733271
24,PROSTITUTION,2012,104057723
24,PROSTITUTION,2013,81979389
24,PROSTITUTION,2014,107033291
24,PROSTITUTION,2015,50639002
24,PROSTITUTION,2016,42287727
24,PROSTITUTION,2017,21887664
24,PROSTITUTION,2018,11277437
24,PUBLIC INDECENCY,2004,6509015
24,PUBLIC PEACE VIOLATION,2002,185811915
24,PUBLIC PEACE VIOLATION,2003,187988414
24,PUBLIC PEACE VIOLATION,2004,217069001
24,PUBLIC PEACE VIOLATION,2005,357604080
24,PUBLIC PEACE VIOLATION,2006,452903843
24,PUBLIC PEACE VIOLATION,2007,457688283
24,PUBLIC PEACE VIOLATION,2008,462949972
24,PUBLIC PEACE VIOLATION,2009,434975986
24,PUBLIC PEACE VIOLATION,2010,454357055
24,PUBLIC PEACE VIOLATION,2011,375721883
24,PUBLIC PEACE VIOLATION,2012,425391130
24,PUBLIC PEACE VIOLATION,2013,549989102
24,PUBLIC PEACE VIOLATION,2014,261109470
